complaint_id,complaint_officer_number,officer_days_on_force_at_incident,allegation_record_identity,fado_type,allegation,victim_age_range_at_incident,victim_gender,victim_race_legacy,investigator_recommendation,ccrb_allegation_disposition,tax_id,officer_rank_at_incident,officer_command_at_incident,victim_race_ethnicity,nypd_allegation_disposition,officer_years_on_force_at_incident
201400225,2,0,906337,Force,Physical force,20 < Age <= 24,Male/Man,Black,Officer(s) Unidentified,Officer(s) Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
200102873,1,968,278018,Abuse of Authority,Gun Drawn,0,Unknown,Unknown,Exonerated,Unsubstantiated,921231.0,Police Officer,075 PCT,Unknown,Unknown,2.65
200617221,2,5460,486324,Force,Physical force,24 < Age <= 29,Female/Woman,Unknown,Exonerated,Exonerated,911008.0,Police Officer,TB DT33,Unknown,Unknown,14.96
200405311,1,6106,358801,Discourtesy,Demeanor/tone,20 < Age <= 24,Female/Woman,Black,Exonerated,Exonerated,893507.0,Sergeant,030 PCT,Unknown,Unknown,16.73
200408345,2,1876,371289,Force,Physical force,17 < Age <= 20,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,923466.0,Police Officer,026 PCT,Unknown,Unknown,5.14
202509766,1,0,1333076,Abuse of Authority,Refusal to provide name,24 < Age <= 29,Male/Man,Unknown,SRAD Closure,SRAD Closure,0,Unknown,Unknown,White/Caucasian (R),Unknown,0.0
200309219,1,869,350849,Abuse of Authority,Question and/or stop,29 < Age <= 34,Male/Man,Black,Exonerated,Exonerated,927903.0,Police Officer,073 PCT,Unknown,Unknown,2.38
202310358,1,6501,1250645,Abuse of Authority,Forcible Removal to Hospital,44 < Age <= 49,Male/Man,Unknown,Substantiated,Substantiated (Command Discipline A),939877.0,Lieutenant,TB MAN TF,Black and/or African American (R),Command Discipline - B,17.81
200804412,1,2451,606949,Abuse of Authority,Threat of arrest,39 < Age <= 44,Male/Man,Black,Exonerated,Exonerated,929261.0,Police Officer,066 PCT,Unknown,Unknown,6.72
201710482,2,0,1009591,Abuse of Authority,Refusal to provide name/shield number,34 < Age <= 39,Male/Man,Black,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
201006765,1,3737,694953,Discourtesy,Word,20 < Age <= 24,Female/Woman,White,Complaint Withdrawn,Complaint Withdrawn,926037.0,Police Officer,TRF/MTF,Unknown,Unknown,10.24
200407250,1,3313,399599,Discourtesy,Word,39 < Age <= 44,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,915928.0,Sergeant,PSA 8,Unknown,Unknown,9.08
201902328,1,0,1052884,Abuse of Authority,Search of Premises,0,Unknown,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
202001715,1,1865,1100660,Discourtesy,Word,49 < Age <= 54,Male/Man,Hispanic,Substantiated,Substantiated (Command Discipline A),958193.0,Police Officer,023 PCT,Unknown,No Disciplinary Action-DUP,5.11
202107192,1,6718,1176299,Force,Physical force,29 < Age <= 34,Male/Man,Hispanic,Exonerated,Within NYPD Guidelines,932633.0,Sergeant,046 PCT,Unknown,Unknown,18.41
201500487,2,1248,905381,Force,Physical force,69 < Age <= 74,Male/Man,Black,Unfounded,Unfounded,951380.0,Police Officer,028 PCT,Unknown,Unknown,3.42
200610727,1,2904,462487,Abuse of Authority,Property damaged,24 < Age <= 29,Male/Man,White,Complaint Withdrawn,Complaint Withdrawn,922943.0,Police Officer,120 PCT,Unknown,Unknown,7.96
201704970,2,0,991515,Force,Physical force,79 < Age <= 99,Male/Man,Asian,Unfounded,Unfounded,0,Unknown,017 PCT,Unknown,Unknown,0.0
200709228,2,0,513645,Offensive Language,Other,14 < Age <= 17,Female/Woman,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,025 PCT,Unknown,Unknown,0.0
201014238,4,0,717179,Force,Physical force,20 < Age <= 24,Male/Man,Hispanic,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,083 PCT,Unknown,Unknown,0.0
201801759,2,0,1026355,Abuse of Authority,Entry of Premises,0,Unknown,Unknown,Exonerated,Exonerated,0,Unknown,094 PCT,Unknown,Unknown,0.0
201403209,1,4934,873543,Discourtesy,Word,24 < Age <= 29,Male/Man,Asian,Unsubstantiated,Unsubstantiated,927550.0,Police Officer,CW T TF,Unknown,Unknown,13.52
202206863,1,0,1195269,Force,Physical force,39 < Age <= 44,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Black and/or African American (R),Unknown,0.0
200600973,1,0,431729,Abuse of Authority,Search (of person),39 < Age <= 44,Female/Woman,Black,Officer(s) Unidentified,Officer(s) Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
202206493,8,3728,1218414,Force,Physical force,17 < Age <= 20,Male/Man,Black,Within NYPD Guidelines,Within NYPD Guidelines,953450.0,Detective,ESS 09,Unknown,Unknown,10.21
200600961,2,0,431691,Abuse of Authority,Threat of summons,0,Male/Man,White,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201113034,1,0,760411,Abuse of Authority,Stop,17 < Age <= 20,Male/Man,Hispanic,Alleged Victim Uncooperative,Alleged Victim Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201003316,1,3451,684123,Abuse of Authority,Stop,29 < Age <= 34,Male/Man,Black,Exonerated,Exonerated,927098.0,Sergeant,071 PCT,Unknown,Unknown,9.45
201108989,2,2371,749461,Abuse of Authority,Stop,17 < Age <= 20,Male/Man,Hispanic,Alleged Victim Uncooperative,Alleged Victim Uncooperative,936606.0,Police Officer,PBQ/N,Unknown,Unknown,6.5
201807424,1,1153,1031026,Force,Chokehold,17 < Age <= 20,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,959310.0,Police Officer,075 PCT,Unknown,Unknown,3.16
202308295,6,1417,1275024,Abuse of Authority,Failure to provide RTKA card,34 < Age <= 39,Male/Man,Unknown,Within NYPD Guidelines,Within NYPD Guidelines,968453.0,Police Officer,103 PCT,Black and/or African American (R),Unknown,3.88
201309027,1,2233,847843,Force,Physical force,49 < Age <= 54,Male/Man,Black,Exonerated,Exonerated,942674.0,Police Officer,113 PCT,Unknown,Unknown,6.12
201200561,3,3110,786168,Abuse of Authority,Threat of force (verbal or physical),39 < Age <= 44,Male/Man,Black,Unsubstantiated,Unsubstantiated,932364.0,Detective,NARCBBN,Unknown,Unknown,8.52
201412022,2,4158,912930,Abuse of Authority,Search (of person),54 < Age <= 59,Male/Man,Unknown,Unsubstantiated,Unsubstantiated,933211.0,Detective,NARCBSI,Unknown,Unknown,11.39
202206561,5,6781,1218837,Abuse of Authority,Search of Premises,64 < Age <= 69,Female/Woman,Other Race,Within NYPD Guidelines,Within NYPD Guidelines,932437.0,Police Officer,030 PCT,Unknown,Unknown,18.58
200207373,1,0,305245,Force,Physical force,17 < Age <= 20,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
201306040,1,1810,841770,Offensive Language,Other,49 < Age <= 54,Male/Man,White,Unsubstantiated,Unsubstantiated,947786.0,Police Officer,TB ATU,Unknown,Unknown,4.96
200812117,1,0,585649,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Brooklyn South Narcotics,Unknown,Unknown,0.0
202003717,5,5811,1135047,Force,Pepper spray,20 < Age <= 24,Male/Man,Hispanic,Substantiated,Exonerated,935562.0,Captain,SRG 4,Unknown,Unknown,15.92
200915610,3,635,676816,Offensive Language,Other,29 < Age <= 34,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,945367.0,Police Officer,MN IRT,Unknown,Unknown,1.74
200509532,2,0,426218,Abuse of Authority,Question and/or stop,34 < Age <= 39,Male/Man,Black,Exonerated,Exonerated,0,Unknown,Unknown,Unknown,Unknown,0.0
201001668,1,0,681739,Abuse of Authority,Refusal to provide name/shield number,17 < Age <= 20,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201107657,1,0,746034,Force,Physical force,0,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,MTS PCT,Unknown,Unknown,0.0
200409194,1,4456,370173,Discourtesy,Word,29 < Age <= 34,Male/Man,Other Race,Unsubstantiated,Unsubstantiated,911336.0,Police Officer,TB DT01,Unknown,Unknown,12.21
200411874,1,277,393902,Force,Physical force,64 < Age <= 69,Male/Man,Hispanic,Exonerated,Exonerated,933681.0,Police Officer,115 PCT,Unknown,Unknown,0.76
200812983,1,0,588322,Force,Physical force,20 < Age <= 24,Male/Man,Other Race,Alleged Victim Uncooperative,Alleged Victim Uncooperative,0,Unknown,43rd Precinct,Unknown,Unknown,0.0
200503507,1,5264,414942,Abuse of Authority,Question and/or stop,39 < Age <= 44,Male/Man,Black,Exonerated,Exonerated,898198.0,Sergeant,NARCBBN,Unknown,Unknown,14.42
200411275,3,1714,376214,Force,Physical force,20 < Age <= 24,Male/Man,Black,Exonerated,Exonerated,925184.0,Police Officer,PSA 7,Unknown,Unknown,4.7
201104592,2,0,749400,Force,Nightstick as club (incl asp & baton),17 < Age <= 20,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201802660,2,2830,1021576,Abuse of Authority,Forcible Removal to Hospital,34 < Age <= 39,Female/Woman,Refused,Exonerated,Exonerated,949361.0,Police Officer,070 PCT,Unknown,Unknown,7.75
201214482,2,0,818166,Discourtesy,Word,39 < Age <= 44,Female/Woman,White,Alleged Victim Uncooperative,Alleged Victim Uncooperative,0,Unknown,VICE,Unknown,Unknown,0.0
200814981,1,0,594545,Abuse of Authority,Threat of arrest,39 < Age <= 44,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
202405397,3,4159,1279576,Abuse of Authority,Vehicle stop,34 < Age <= 39,Male/Man,Unknown,Within NYPD Guidelines,Within NYPD Guidelines,954110.0,Sergeant,PSA 3,Black and/or African American (R),Unknown,11.39
200000201,2,0,242401,Abuse of Authority,Frisk and/or search,0,Male/Man,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200801357,2,0,634604,Force,Physical force,20 < Age <= 24,Male/Man,Hispanic,Unfounded,Unfounded,0,Unknown,Unknown,Unknown,Unknown,0.0
201804683,1,3772,1030779,Force,Physical force,00 < Age <= 09,Male/Man,Black,Exonerated,Exonerated,946469.0,Police Officer,075 PCT,Unknown,Unknown,10.33
202403381,2,4287,1272356,Abuse of Authority,Vehicle stop,17 < Age <= 20,Male/Man,Unknown,Miscellaneous,Miscellaneous,952946.0,Sergeant,073 PCT,Black and/or African American (R),Unknown,11.75
202405640,2,2038,1278752,Force,Physical force,34 < Age <= 39,Female/Woman,Unknown,Unfounded,Unfounded,966884.0,Police Officer,PSA 2,Puerto Rican (E),Unknown,5.58
200905624,1,3563,674949,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Substantiated,Substantiated (Charges),924463.0,Detective,NARCBBN,Unknown,Charges and Specifications - Guilty,9.76
200704862,2,630,526423,Abuse of Authority,Question,17 < Age <= 20,Male/Man,Black,Exonerated,Exonerated,938805.0,Police Officer,071 PCT,Unknown,Unknown,1.73
201210298,1,3291,795813,Abuse of Authority,Threat of arrest,34 < Age <= 39,Female/Woman,Hispanic,Unsubstantiated,Unsubstantiated,932390.0,Detective,072 DET,Unknown,Unknown,9.02
200708706,1,0,512050,Discourtesy,Word,14 < Age <= 17,Male/Man,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,073,Unknown,Unknown,0.0
200100814,2,5681,261842,Abuse of Authority,Refusal to provide name/shield number,0,Unknown,Unknown,Unfounded,Unfounded,913156.0,Detective,WARRSEC,Unknown,Unknown,15.56
201803441,4,1387,1050984,Abuse of Authority,Stop,24 < Age <= 29,Male/Man,Black,Unsubstantiated,Unsubstantiated,956883.0,Police Officer,046 PCT,Unknown,Unknown,3.8
201605241,2,0,960681,Force,Physical force,0,Unknown,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200406750,1,1831,367189,Offensive Language,Other,34 < Age <= 39,Male/Man,White,Unsubstantiated,Unsubstantiated,923775.0,Police Officer,MED DIV,Unknown,Unknown,5.02
201609971,1,7827,971036,Abuse of Authority,Threat of arrest,59 < Age <= 64,Male/Man,White,Exonerated,Exonerated,916476.0,Police Officer,TB BKTF,Unknown,Unknown,21.44
200606310,1,683,449456,Abuse of Authority,Retaliatory summons,24 < Age <= 29,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,935439.0,Police Officer,H BKLYN,Unknown,Unknown,1.87
202406495,1,0,1281641,Abuse of Authority,Search of Premises,34 < Age <= 39,Female/Woman,Unknown,Closed - Pending Litigation,Closed - Pending Litigation,0,Unknown,Unknown,Unknown,Unknown,0.0
202308774,2,4819,1248734,Abuse of Authority,Vehicle stop,54 < Age <= 59,Male/Man,Unknown,Within NYPD Guidelines,Within NYPD Guidelines,949072.0,Sergeant,HBXQ RT,Black and/or African American (R),Unknown,13.2
202101163,1,1195,1119774,Force,Physical force,49 < Age <= 54,Male/Man,Black,Unsubstantiated,Unsubstantiated,964411.0,Police Officer,101 PCT,Unknown,Unknown,3.27
200712439,1,0,529401,Discourtesy,Word,0,Female/Woman,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200709705,1,4879,554717,Force,Chokehold,0,Unknown,Unknown,Unsubstantiated,Unsubstantiated,905633.0,Police Officer,050 PCT,Unknown,Unknown,13.37
200614417,1,653,474636,Abuse of Authority,Gun Drawn,0,Unknown,Unknown,Unfounded,Unfounded,936510.0,Police Officer,088 PCT,Unknown,Unknown,1.79
200107651,1,1172,294445,Force,Physical force,29 < Age <= 34,Male/Man,Hispanic,Unfounded,Unfounded,923075.0,Police Officer,017 PCT,Unknown,Unknown,3.21
201605156,1,0,955857,Abuse of Authority,Premises entered and/or searched,24 < Age <= 29,Female/Woman,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,GANG SI,Unknown,Unknown,0.0
201107077,1,2150,744626,Discourtesy,Gesture,44 < Age <= 49,Male/Man,Black,Unsubstantiated,Unsubstantiated,939324.0,Police Officer,032 PCT,Unknown,Unknown,5.89
202511455,5,5234,1338012,Abuse of Authority,Forcible Removal to Hospital,24 < Age <= 29,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,950233.0,Sergeant,104 PCT,Black and/or African American (R); Decline to Answer (NA),Unknown,14.34
201908621,3,5002,1134973,Force,Nonlethal restraining device,29 < Age <= 34,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,939882.0,Police Officer,019 PCT,Unknown,Unknown,13.7
200402696,1,0,352122,Abuse of Authority,Refusal to provide name/shield number,0,Male/Man,Asian,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
202007070,1,5024,1108613,Abuse of Authority,Failure to provide RTKA card,29 < Age <= 34,Unknown,Unknown,Substantiated,Substantiated (Command Discipline A),942869.0,Police Officer,070 PCT,Unknown,No Disciplinary Action-DUP,13.76
202403457,1,995,1271319,Force,Physical force,34 < Age <= 39,Male/Man,Unknown,Within NYPD Guidelines,Within NYPD Guidelines,972120.0,Police Officer,047 PCT,Other Hispanic/Latino (E); White/Caucasian (R),Unknown,2.73
200000728,1,5865,259644,Abuse of Authority,Gun pointed/gun drawn,34 < Age <= 39,Male/Man,Black,Unfounded,Unfounded,912935.0,Sergeant,PSA 6,Unknown,Unknown,16.07
200303094,2,0,319975,Abuse of Authority,Question and/or stop,14 < Age <= 17,Male/Man,Black,Alleged Victim Uncooperative,Alleged Victim Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201803842,2,1042,1021469,Abuse of Authority,Entry of Premises,0,Unknown,Unknown,Complainant Uncooperative,Complainant Uncooperative,958654.0,Police Officer,077 PCT,Unknown,Unknown,2.85
201017276,1,0,723361,Discourtesy,Word,0,Female/Woman,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201907735,2,1327,1078422,Force,Physical force,29 < Age <= 34,Female/Woman,Hispanic,Unfounded,Unfounded,961142.0,Police Officer,MTN PCT,Unknown,Unknown,3.64
201510413,1,0,939074,Abuse of Authority,Search (of person),44 < Age <= 49,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201410441,1,0,896016,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201605201,1,7272,956822,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Exonerated,Exonerated,917072.0,Lieutenant,075 PCT,Unknown,Unknown,19.92
201805676,2,1284,1033215,Abuse of Authority,Threat of force (verbal or physical),29 < Age <= 34,Male/Man,Black,Unsubstantiated,Unsubstantiated,958169.0,Police Officer,048 PCT,Unknown,Unknown,3.52
200901718,7,4578,694959,Abuse of Authority,Strip-searched,0,Male/Man,Unknown,Unsubstantiated,Unsubstantiated,918418.0,Detective,NARCBMN,Unknown,Unknown,12.54
201407956,1,0,887894,Force,Physical force,20 < Age <= 24,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
202206144,1,1425,1192346,Abuse of Authority,Failure to provide RTKA card,39 < Age <= 44,Male/Man,Hispanic,Unfounded,Unfounded,966116.0,Police Officer,120 PCT,Unknown,Unknown,3.9
202311411,1,1111,1259845,Abuse of Authority,Other,29 < Age <= 34,Male/Man,Unknown,Substantiated,Substantiated (Command Discipline B),969580.0,Police Officer,TD 1,Unknown,APU - Decision Pending,3.04
200412914,2,1752,383191,Abuse of Authority,Threat of arrest,0,Unknown,Unknown,Unsubstantiated,Unsubstantiated,924806.0,Police Officer,062 PCT,Unknown,Unknown,4.8
201906766,1,0,1066453,Abuse of Authority,Entry of Premises,0,Unknown,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200306826,1,5720,336562,Force,Handcuffs too tight,39 < Age <= 44,Male/Man,Hispanic,Exonerated,Exonerated,893004.0,Detective,ND BKSI,Unknown,Unknown,15.67
200205551,1,890,309381,Discourtesy,Word,24 < Age <= 29,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,926387.0,Police Officer,PSA 5,Unknown,Unknown,2.44
202408470,2,1689,1294168,Abuse of Authority,Frisk,0,Male/Man,Unknown,Unfounded,Unfounded,969350.0,Police Officer,069 PCT,Unknown,Unknown,4.63
202306717,3,5668,1236374,Abuse of Authority,Refusal to provide shield number,39 < Age <= 44,Male/Man,Unknown,Unfounded,Unfounded,946023.0,Captain,076 PCT,Black and/or African American (R); Puerto Rican (E),Unknown,15.53
202502284,1,0,1311048,Abuse of Authority,Threat of arrest,49 < Age <= 54,Female/Woman,Unknown,SRAD Closure,SRAD Closure,0,Unknown,Unknown,Black and/or African American (R),Unknown,0.0
201008644,1,0,699713,Force,Physical force,0,Male/Man,Unknown,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
200000263,2,6560,254712,Discourtesy,Word,20 < Age <= 24,Male/Man,Black,Unfounded,Unfounded,876354.0,Detective,113 DET,Unknown,Unknown,17.97
202104002,1,0,1133421,Abuse of Authority,Refusal to provide shield number,24 < Age <= 29,Male/Man,Unknown,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
201300520,1,1971,814158,Discourtesy,Word,39 < Age <= 44,Male/Man,Black,Exonerated,Exonerated,944640.0,Police Officer,101 PCT,Unknown,Unknown,5.4
202005055,1,5614,1141530,Force,Chokehold,29 < Age <= 34,Male/Man,White,Substantiated,Substantiated (Charges),936972.0,Police Officer,TB DT04,Unknown,APU Closed: MOS Retired,15.38
201806842,1,0,1028599,Abuse of Authority,Search of Premises,0,Unknown,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,PSA 1,Unknown,Unknown,0.0
200915169,2,255,662650,Discourtesy,Word,29 < Age <= 34,Male/Man,Black,Substantiated,Substantiated (Charges),947904.0,Police Officer,BS IRT,Unknown,Command Discipline - B,0.7
202002167,1,796,1142341,Abuse of Authority,Entry of Premises,0,Unknown,Unknown,Exonerated,Exonerated,965638.0,Police Officer,068 PCT,Unknown,Unknown,2.18
200916691,2,1867,676794,Force,Physical force,24 < Age <= 29,Male/Man,Black,Unfounded,Unfounded,935143.0,Police Officer,PSA 4,Unknown,Unknown,5.12
202401989,2,0,1265498,Force,Chokehold,24 < Age <= 29,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Decline to Answer (NA),Unknown,0.0
201205103,1,2110,781720,Discourtesy,Word,0,Female/Woman,Unknown,Alleged Victim Uncooperative,Alleged Victim Uncooperative,942340.0,Police Officer,006 PCT,Unknown,Unknown,5.78
201900971,2,846,1048657,Abuse of Authority,Vehicle search,24 < Age <= 29,Male/Man,Black,Exonerated,Exonerated,962389.0,Police Officer,046 PCT,Unknown,Unknown,2.32
200813964,1,0,591079,Force,Physical force,0,Male/Man,Unknown,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,10PCT,Unknown,Unknown,0.0
200510534,2,0,420493,Force,Chokehold,39 < Age <= 44,Male/Man,Unknown,Unfounded,Unfounded,0,Unknown,067 PCT,Unknown,Unknown,0.0
200006039,1,2364,250145,Force,Flashlight as club,0,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,906087.0,Police Officer,023 PCT,Unknown,Unknown,6.48
202204273,2,2906,1210367,Force,Restricted Breathing,24 < Age <= 29,Male/Man,Unknown,Unable to Determine,Unable to Determine,956704.0,Police Officer,103 PCT,Unknown,Unknown,7.96
200706532,1,661,518546,Abuse of Authority,Threat of arrest,29 < Age <= 34,Male/Man,Black,Unsubstantiated,Unsubstantiated,938342.0,Police Officer,069 PCT,Unknown,Unknown,1.81
200105784,1,3945,275379,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Exonerated,Exonerated,898036.0,Police Officer,M E L D,Unknown,Unknown,10.81
202400375,1,1045,1259216,Abuse of Authority,Failure to provide RTKA card,44 < Age <= 49,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,971164.0,Police Officer,MS SU CRT,Black and/or African American (R),Unknown,2.86
202301591,6,5300,1241620,Force,Physical force,24 < Age <= 29,Male/Man,Unknown,Within NYPD Guidelines,Within NYPD Guidelines,945725.0,Sergeant,044 PCT,Black and/or African American (R),Unknown,14.52
202105168,2,5867,1188814,Force,Physical force,29 < Age <= 34,Male/Man,Black,Unsubstantiated,Unsubstantiated,939402.0,Sergeant,WARRSEC,Unknown,Unknown,16.07
200205657,2,897,303486,Force,Physical force,24 < Age <= 29,Male/Man,Hispanic,Exonerated,Exonerated,925678.0,Police Officer,041 PCT,Unknown,Unknown,2.46
201807281,4,0,1054746,Discourtesy,Word,09 < Age <= 14,Male/Man,Hispanic,Officer(s) Unidentified,Officer(s) Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
200001249,2,0,244250,Discourtesy,Word,34 < Age <= 39,Male/Man,White,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200202695,1,5554,292910,Discourtesy,Action,34 < Age <= 39,Male/Man,White,Unfounded,Unfounded,891437.0,Police Officer,046 PCT,Unknown,Unknown,15.22
202002304,1,1256,1166795,Force,Physical force,14 < Age <= 17,Male/Man,Black,Exonerated,Exonerated,962683.0,Police Officer,044 PCT,Unknown,Unknown,3.44
200201170,1,0,296152,Force,Physical force,20 < Age <= 24,Male/Man,White,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
202204897,1,4400,1213464,Abuse of Authority,Refusal to provide shield number,29 < Age <= 34,Male/Man,Black,Unable to Determine,Unable to Determine,949193.0,Police Officer,SRG 05,Unknown,Unknown,12.05
201205719,1,3592,846386,Force,Gun Pointed,24 < Age <= 29,Male/Man,Black,Unsubstantiated,Substantiated (Charges),931162.0,Detective,NARCBBS,Unknown,APU Closed: SOL Expired prior to APU,9.84
201016473,2,0,725962,Force,Physical force,14 < Age <= 17,Male/Man,Black,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
202405609,1,0,1278844,Force,Gun Pointed,17 < Age <= 20,Female/Woman,Unknown,Alleged Victim Unavailable,Alleged Victim Unavailable,0,Unknown,Unknown,Multi Racial/Multi Ethnic,Unknown,0.0
200207816,1,0,306371,Discourtesy,Word,20 < Age <= 24,Male/Man,White,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
200405177,1,0,358485,Discourtesy,Word,0,Female/Woman,Unknown,Complaint Withdrawn,Complaint Withdrawn,0,Police Officer,Unknown,Unknown,Unknown,0.0
201208091,4,1992,831396,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Unsubstantiated,Unsubstantiated,942906.0,Police Officer,046 PCT,Unknown,Unknown,5.46
200001201,1,0,249238,Discourtesy,Word,0,Male/Man,Hispanic,Alleged Victim Uncooperative,Alleged Victim Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200101759,1,3174,277568,Abuse of Authority,Frisk and/or search,49 < Age <= 54,Male/Man,Black,Substantiated,Substantiated (Charges),901042.0,Detective,O C C B,Unknown,Not Guilty - DCT,8.7
201307910,1,0,843876,Abuse of Authority,Threat of summons,39 < Age <= 44,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201909787,1,2670,1076413,Force,Physical force,20 < Age <= 24,Male/Man,White,Closed - Pending Litigation,Closed - Pending Litigation,952442.0,Police Officer,084 PCT,Unknown,Unknown,7.32
200616854,2,525,486961,Force,Hit against inanimate object,14 < Age <= 17,Male/Man,Unknown,Alleged Victim Unavailable,Alleged Victim Unavailable,938513.0,Police Officer,MAH IMP,Unknown,Unknown,1.44
201702494,5,5383,994120,Force,Physical force,24 < Age <= 29,Female/Woman,Black,Alleged Victim Uncooperative,Alleged Victim Uncooperative,931437.0,Sergeant,075 PCT,Unknown,Unknown,14.75
201107683,1,0,746196,Abuse of Authority,Threat of arrest,44 < Age <= 49,Female/Woman,Hispanic,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201801222,2,5703,1013990,Force,Physical force,0,Unknown,Unknown,Exonerated,Exonerated,930590.0,Police Officer,071 PCT,Unknown,Unknown,15.62
200301832,1,3480,327654,Abuse of Authority,Threat of arrest,0,Male/Man,Unknown,Unfounded,Unfounded,903934.0,Police Officer,079 PCT,Unknown,Unknown,9.53
201804793,1,1784,1027211,Abuse of Authority,Search of Premises,0,Unknown,Unknown,Complainant Uncooperative,Complainant Uncooperative,955625.0,Police Officer,048 PCT,Unknown,Unknown,4.89
201103980,3,2086,744894,Force,Physical force,14 < Age <= 17,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,938099.0,Police Officer,083 PCT,Unknown,Unknown,5.72
200904626,1,985,639240,Discourtesy,Word,17 < Age <= 20,Female/Woman,Black,Unsubstantiated,Unsubstantiated,942602.0,Police Officer,TB DT33,Unknown,Unknown,2.7
201806759,3,4814,1061535,Abuse of Authority,Refusal to provide shield number,20 < Age <= 24,Male/Man,Unknown,Unsubstantiated,Unsubstantiated,937288.0,Sergeant,046 PCT,Unknown,Unknown,13.19
